,market,name,description,displayAddress,street,city,state,zipCode,timezone,latitude,longitude,averageRating,ratingCount,priceRange,imageUrl,asapDeliveryAvailable,asapDeliveryTimeMinutes,pickupAvailable,asapPickupAvailable,asapPickupMinutes
1226,"Houston, TX",Bao Shi Yi,"$$ • Chinese, Dumplings","2328 W Holcombe Blvd, Houston, TX 77030, USA",2328 West Holcombe Boulevard,Houston,TX,77030.0,US/Central,29.7065343,-95.4140069,4.7064847946167,293,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/79dcf1a4-8449-48a1-8bd6-ee4c5a9a5c30.png",True,28,True,True,15
1229,"Houston, TX",LA Crawfish,"$$ • Pickup, Pho","LA Crawfish, 3331 Telephone Rd, Houston, TX 77023, USA",3331 Telephone Road,Houston,TX,77023.0,US/Central,29.7120665,-95.3149671,4.21586990356445,3201,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/2c42b8e1-90b7-4875-b818-94f4358180eb.090",True,31,True,True,17
1230,"Houston, TX",IAEI-INC,"$$ • Soul Food, Salads","7205 Almeda Rd, Houston, TX 77054, USA",7205 Almeda Road,Houston,TX,77054.0,US/Central,29.6949358,-95.3873295,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1b68e6c3-adb5-493e-af52-6c0cf87716d8.etsystatic",False,35,False,True,11
1231,"Houston, TX",Pizza Hut,"$$ • Pizza, Chicken Wings","2100 W Holcombe Blvd, Houston, TX 77030, USA",2100 West Holcombe Boulevard,Houston,TX,77030.0,US/Central,29.706545,-95.4053063,4.68907594680786,119,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ade9928a-19bf-46f4-aff6-b746aff3824f.png",True,30,True,True,17
1232,"Houston, TX",Sprouts Farmers Market,"$$ • Grocery, Organic","Yale Street Marketplace, 195 Yale St, Houston, TX 77007, USA",195 Yale Street,Houston,TX,77007.0,US/Central,29.7749699,-95.4003361,4.72340393066406,47,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/71af112e-089d-4f65-ad70-d8675ae55265.jpg",True,40,False,False,10
1235,"Houston, TX",Crave Restaurant,"$$ • Street Food, Sandwiches","516 Westheimer Rd, Houston, TX 77006, USA",516 Westheimer Road,Houston,TX,77006.0,US/Central,29.7447857,-95.3878998,1.0,1,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f6b8b114-ea4c-429b-8a8a-2e8b08b2c895.cover_Crave Restaurant",False,29,False,False,14
1236,"Houston, TX",A Taste of the Midwest ,$$ • Chicken Wings,"5959 Richmond Ave., Houston, TX 77057, USA",5959 Richmond Avenue,Houston,TX,77057.0,US/Central,29.718456,-95.3580143,0.0,0,$$,,False,31,False,False,10
1237,"Houston, TX",Moge Tee Houston,"$$ • Fruit Tea, Milk Tea","1709 Dryden Rd unit 2a, Houston, TX 77030, USA",1709 Dryden Road,Houston,TX,77030.0,US/Central,29.7093237,-95.40119,4.59999990463257,5,$$,,False,29,False,True,4
1240,"Houston, TX",Sushi King,"$$ • Japanese, Sushi","3401 Kirby Dr, Houston, TX 77098, USA",3401 Kirby Drive,Houston,TX,77098.0,US/Central,29.7351569,-95.418395,4.76923084259033,13,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9c13cda0-5400-435c-9a15-97c52c7eb131.png",False,33,False,True,18
1241,"Houston, TX",Minuti Coffee,"$ • Pastries, Coffee","Minuti Coffee, 114 Gray St, Houston, TX 77002, USA",114 Gray Street,Houston,TX,77002.0,US/Central,29.7525311,-95.3780531,4.65972185134888,1584,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ab99e4eb-96ff-45d4-8af5-2b334f6f7072.png",True,20,True,True,15
1243,"Houston, TX",Krispy Kreme – Delivered Fresh Daily,"$$ • Desserts, Fast Food","707 N Shepherd Dr suite 500, Houston, TX 77007, USA",707 North Shepherd Drive,Houston,TX,77007.0,US/Central,29.7839612,-95.4125234,3.72000002861023,25,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/d0d5f34e-a819-4509-a16f-8316c7827eae.png",True,25,False,False,1
1245,"Houston, TX",Doña Leti's Restaurant & Bar,"$$ • Mexican, Tacos","7340 Washington Ave, Houston, TX 77007, USA",7340 Washington Avenue,Houston,TX,77007.0,US/Central,29.7784802,-95.4298486,4.61538505554199,13,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/fb21ed1f-4b3f-4b24-8531-5ed1b182adf4.jpg",False,34,False,False,29
1248,"Houston, TX",BO-BOBS,$$ • Seafood,"5203 Almeda Rd, Houston, TX 77004, USA",5203 Almeda Road,Houston,TX,77004.0,US/Central,29.6996046,-95.401236,4.76923084259033,13,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/93f7f417-d456-4eed-94e3-7640c6e3b364.png",False,37,False,False,18
1253,"Houston, TX",Ostioneria Michoacan,"$$$ • Mexican, Breakfast","5819 Gulf Fwy, Houston, TX 77023, USA",5819 Gulf Freeway,Houston,TX,77023.0,US/Central,29.7165361,-95.3160094,4.0,1,$$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ebc1ca78-28bb-4c9e-864f-cb038a700447.png",False,33,False,True,16
1262,"Houston, TX",90+ Rated Winery Direct <$20 by Total Wine,$$,"2857 Katy Fwy, Houston, TX 77007, USA",2857 Katy Freeway,Houston,TX,77007.0,US/Central,29.7733717,-95.3886382,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/36a399fc-3561-4761-8209-ccaaea418f22.jpg",False,26,False,False,10
1263,"Houston, TX",Home Chef: Chef Brian,"$$ • Gourmet, Vegetarian","8370 Westview Dr, Houston, TX 77055, USA",8370 Westview Drive,Houston,TX,77055.0,US/Central,29.7505977,-95.397538,5.0,8,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3ada1503-aa50-4d45-b24f-369de54d10c1.jpg",True,28,False,False,30
1264,"Houston, TX",Salento Bistrot,"$$ • Sandwiches, Empanadas","2407 Rice Boulevard, Houston, TX 77005, USA",2407 Rice Boulevard,Houston,TX,77005.0,US/Central,29.7172355,-95.4153684,5.0,1,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/7275d36b-7b7d-4d81-beb2-640ae05e0813.jpg",True,34,True,True,29
1265,"Houston, TX",Party City,$$,"3225 Southwest Fwy, Houston, TX 77027, USA",3225 Southwest Freeway,Houston,TX,77027.0,US/Central,29.7288123,-95.4295091,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/919c0b18-cb5a-4352-82fa-4f8fea1095a2.png",False,33,False,False,3
1267,"Houston, TX","Domoishi Poke, Ramen ,Tea","$$ • Asian Fusion, Ramen","3277 Southwest Fwy a, Houston, TX 77027, USA",3277 Southwest Freeway,Houston,TX,77027.0,US/Central,29.7286485,-95.4317975,5.0,1,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/161ade20-b8c0-466f-9f98-e3ba4e4c5fb1.Poke",True,38,True,True,10
1269,"Houston, TX","Snooze, an A.M. Eatery","$$ • Breakfast, Lunch","Snooze, an A.M. Eatery, 3217 Montrose Blvd #100, Houston, TX 77006, USA",3217 Montrose Boulevard,Houston,TX,77006.0,US/Central,29.7438845,-95.3911045,4.62544679641724,4472,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/189c4b99-fc5b-4836-8ff1-3a2e1e70d9ae.png",True,30,True,True,15
1270,"Houston, TX",Laredo Taco Company,"$$ • Convenience, Snacks","2329 Southmore Blvd, Houston, TX 77004, USA",2329 Southmore Boulevard,Houston,TX,77004.0,US/Central,29.72169,-95.3756548,4.04705905914307,170,$$,,True,27,True,False,9
1284,"Houston, TX",Roost,"$$ • American, Salads","1972 Fairview St, Houston, TX 77019, USA",1972 Fairview Street,Houston,TX,77019.0,US/Central,29.7448561,-95.4074457,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/41304ccd-617f-498a-8e6d-d4606300dcf5.jpg",False,30,False,False,15
1285,"Houston, TX",Houston Topdawg,"$$ • Hot Dogs, Sandwiches","11910 Hwy 6, Sugar Land, TX 77498, USA",11910 Highway 6,Sugar Land,TX,77498.0,US/Central,29.7703203397511,-95.4164010388519,0.0,0,$$,,False,31,False,False,15
1290,"Houston, TX",Xclusive Bites,"$$ • American, Dessert","2505 Delano St, Houston, TX 77004, USA",2505 Delano Street,Houston,TX,77004.0,US/Central,29.7370412,-95.3579361,3.80952405929565,21,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1f19104d-00a9-4439-8957-176b1f6619c3.png",False,38,False,False,29
1292,"Houston, TX",PrimoHoagies,"$$ • Deli, Sandwiches","4015 Washington Ave, Houston, TX 77007, USA",4015 Washington Avenue,Houston,TX,77007.0,US/Central,29.7697635,-95.4015477,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/23aca39a-6c8d-4619-9230-e14ce4b53222.png",False,29,False,True,18
1293,"Houston, TX",Hugo's,"$$ • Mexican, Brunch","Hugo's, 1600 Westheimer Rd, Houston, TX 77006, USA",1600 Westheimer Road,Houston,TX,77006.0,US/Central,29.742975,-95.3996281,4.77304983139038,141,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/RbmODwQQTD6YJgvz6zZv_nlIQqQysSiK5V564KN62_Best-Hugos-Logo-We-Have--SORRY.png",False,30,False,False,13
1298,"Houston, TX",La Borra Cafe,"$$ • Cafe, Dessert","2800 Kirby Dr, Houston, TX 77098, USA",2800 Kirby Drive,Houston,TX,77098.0,US/Central,29.7409732,-95.4191884,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5fb58987-d392-41a9-aa43-a4bd6d474611.png",True,32,True,False,16
1299,"Houston, TX",Polanquito,"$$ • Mexican, Tacos","404 Shepherd Dr, Houston, TX 77007, USA",404 Shepherd Drive,Houston,TX,77007.0,US/Central,29.7663369,-95.4091998,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/11825af6-fe0f-41a6-aea9-1f79bae78fac.jpg",False,30,False,True,17
1304,"Houston, TX",doggybag wings,"$$ • Seafood, Chicken Wings","1207 W 20th St, Houston, TX 77008, USA",1207 West 20th Street,Houston,TX,77008.0,US/Central,29.8039941,-95.4194421,5.0,1,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/8baec35f-1835-4ba6-ab46-7dcbaaab88b1.png",False,33,False,False,16
1305,"Houston, TX",Restaurant Depot Wholesale,$$,"1431 W 20th St, Houston, TX 77008, USA",1431 West 20th Street,Houston,TX,77008.0,US/Central,29.80389,-95.4252175,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9c2e0151-647a-4bc1-b72f-48e6da3787e7.png",True,35,False,False,11
1307,"Houston, TX",High Tower Deli,"$$ • Pickup, Sandwich","1225 N Loop W, Houston, TX 77008, USA",1225 North Loop West,Houston,TX,77008.0,US/Central,29.8117749,-95.4209971,4.69999980926514,10,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e59039f7-acd0-4c1a-873c-bec28c7a4184.png",True,45,True,False,20
1311,"Houston, TX",Laredo Taco Company,"$$ • Convenience, Snacks","4300 Old Spanish Trail, Houston, TX 77021, USA",4300 Old Spanish Trail,Houston,TX,77021.0,US/Central,29.7033917,-95.3489406,3.88888907432556,45,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/01ddfff0-167a-425d-9d98-81b3699c768e.png",True,30,True,True,13
1315,"Houston, TX",Ice Cream Parlor,"$$ • Convenience, Snacks","6417 Helmers St, Houston, TX 77022, USA",6417 Helmers Street,Houston,TX,77022.0,US/Central,29.8169123,-95.3656994,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/593be83d-fcb7-442f-9afb-aef3ca383e05.jpg",True,34,False,False,13
1316,"Houston, TX",KFC,"$$ • American, Fried Chicken","3619 Old Spanish Trail, Houston, TX 77021, USA",3619 Old Spanish Trail,Houston,TX,77021.0,US/Central,29.702358,-95.3628174,4.10816621780396,1396,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c6bdd783-afd2-4720-8714-ffc0e512463e.jpg",False,28,False,True,10
1318,"Houston, TX",Snogrill AF,"$$ • Burgers, Salads","5909 Scott St B, Houston, TX 77021, USA",5909 Scott Street,Houston,TX,77021.0,US/Central,29.7041982,-95.3581931,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ceede7b8-1507-43a2-811a-1320e1ff4ae5.jpg",False,34,False,True,10
1319,"Houston, TX",Orange Taco,"$$ • Mexican, Tacos","1602 San Jacinto St, Houston, TX 77002, USA",1602 San Jacinto Street,Houston,TX,77002.0,US/Central,29.7513318,-95.3670468,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/783e613e-5050-454e-984c-7b762afca977.png",False,24,False,False,17
1320,"Houston, TX",HTX Taco,"$$ • Mexican, Tacos","5710 Memorial Dr, Houston, TX 77007, USA",5710 Memorial Drive,Houston,TX,77007.0,US/Central,29.7617952,-95.4198308,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/26183b6b-4e24-4167-b5fa-2a69437fb841.png",False,31,False,True,10
1321,"Houston, TX",Carrabba's Italian Grill,"$$ • Italian, Seafood","6501 S Fry Rd, Katy, TX 77494, USA",6501 South Fry Road,Katy,TX,77494.0,US/Central,29.712926,-95.7705562,4.66058778762817,7787,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Carrabbaâs_Italian_Grill_logo.jpg",True,38,True,True,17
1322,"Houston, TX",Outback Steakhouse,"$$ • Steak, American","23982 Interstate 10 Frontage Rd, Katy, TX 77493, USA",23982 Interstate 10 Frontage Road,Katy,TX,77493.0,US/Central,29.78682797,-95.79564641,4.53744602203369,6209,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/outback.jpg",True,26,True,False,21
1323,"Houston, TX",Teriyaki Madness,"$$ • Japanese, Teriyaki","25705 Katy Fwy #110, Katy, TX 77494, USA",25705 Katy Freeway,Katy,TX,77494.0,US/Central,29.7759095,-95.8220748,4.69288015365601,1882,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/0b2b8e90-f944-4b0f-8dfd-1c7bc25120af.png",True,20,True,True,11
1324,"Houston, TX",Freddy's Frozen Custard & Steakburgers,"$$ • Burgers, Ice Cream","24433 Interstate 10 Frontage Rd #100, Katy, TX 77494, USA",24433 Interstate 10 Frontage Road,Katy,TX,77494.0,US/Central,29.7844755,-95.7911699,4.45641803741455,1893,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Freddys_logo.jpg",True,20,True,False,5
1326,"Houston, TX",Adriatic Cafe Italian Grill,"$$ • Chicken, Italian","Adriatic Cafe Italian Grill, 27240 Katy Fwy, Katy, TX 77494, USA",27240 Katy Freeway,Katy,TX,77494.0,US/Central,29.778545,-95.84245,4.69868993759155,687,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c4cef670-f18e-4390-aac9-93760f347588.png",True,30,True,False,23
1327,"Houston, TX",Kim's Tea House,"$ • Takeout, Juice Bar","1523 S Mason Rd, Katy, TX 77450, USA",1523 South Mason Road,Katy,TX,77450.0,US/Central,29.7604502,-95.7503458,4.82306623458862,2792,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/2cf182cb-5fba-4ab0-93aa-832bf8725045.png",True,30,True,True,8
1328,"Houston, TX",Yummy Pho & Bo Ne,"$$ • Vietnamese, Pho","23119 Colonial Pkwy, Katy, TX 77449, USA",23119 Colonial Parkway,Katy,TX,77449.0,US/Central,29.7931344779886,-95.7736537657955,4.77695608139038,946,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/51a9a8df-44f0-43fc-958a-56c6f36aba2c.png",True,32,True,True,4
1329,"Houston, TX",Rosati’s Pizza,"$$ • Pizza, Italian","9111 Farm to Market Rd 723, Richmond, TX 77406, USA",9111 Farm to Market Road 723,Richmond,TX,77406.0,US/Central,29.6938977,-95.8138766,4.66877412796021,1582,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5122fca0-890f-49fe-be75-988c9ff79c0c.jpg",True,50,True,True,31
1330,"Houston, TX",T Jin China Diner,"$$ • Chinese, Fried Rice","25681 Nelson Way, Katy, TX 77494, USA",25681 Nelson Way,Katy,TX,77494.0,US/Central,29.7740073,-95.8227468,4.73208713531494,321,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/908229e3-f738-41d4-b1d8-7d36fddec430.jpeg",True,19,True,True,16
1331,"Houston, TX",Ploy Thai Cuisine,"$$ • Thai, Soup","20900 Katy Fwy, Katy, TX 77449, USA",20900 Katy Freeway,Katy,TX,77449.0,US/Central,29.7869271,-95.733802,4.47014904022217,402,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e1e3dc61-6df1-4d2a-8c14-2fc16328004f.png",True,39,True,False,20
1332,"Houston, TX",ShareTea,"$$ • Bubble Tea, Boba","23119 Colonial Pkwy c12, Katy, TX 77449, USA",23119 Colonial Parkway,Katy,TX,77449.0,US/Central,29.7926272,-95.7733844,4.79802417755127,1822,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/87524eb7-9272-4bd1-b70b-96d6bbd34bc5.png",True,31,True,True,11
1333,"Houston, TX",El Rey Cuban & Mexican Cuisine,"$$ • Mexican, Cuban","207 W Grand Pkwy S, Katy, TX 77494, USA",207 West Grand Parkway South,Katy,TX,77494.0,US/Central,29.7792598,-95.7785014,4.72973012924194,74,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/72683826-debe-4bbf-bb09-c0967666382c.png",True,25,True,True,9
1334,"Houston, TX",Great Wraps,"$ • Fast Food, Burgers","5000 Katy Mills Cir, Katy, TX 77494, USA",5000 Katy Mills Circle,Katy,TX,77494.0,US/Central,29.774441,-95.809103,4.30310297012329,419,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9303f564-496e-4586-a38a-6492866dcb02.png",True,47,True,False,32
1335,"Houston, TX",Maggiano's Italian Classics,"$$ • Italian, Dessert","21865 Katy Fwy, Katy, TX 77450, USA",21865 Katy Freeway,Katy,TX,77450.0,US/Central,29.7829083,-95.7505949,4.57659006118774,692,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/41cc3ec8-27c3-472e-9771-e4351f892bcf.png",True,34,False,False,18
1336,"Houston, TX",Layne’s Chicken Fingers,"$$ • Chicken, Sandwiches","23703 Cinco Ranch Blvd A, Katy, TX 77494, USA",23703 Cinco Ranch Boulevard,Katy,TX,77494.0,US/Central,29.740899,-95.7794895,4.70905208587646,928,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3f629e44-054a-4e17-9c5e-291bbebcab04.png",True,30,True,False,12
1337,"Houston, TX",Checkers,"$$ • Fast Food, Burgers","600 Katy Fort Bend Rd, Katy, TX 77494, USA",600 Katy Fort Bend Road,Katy,TX,77494.0,US/Central,29.7792607,-95.8012704,4.34068393707275,907,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/364faa42-959e-473c-babd-185cb29c8a0f.png",True,23,False,True,16
1338,"Houston, TX",los balitos taco shop,"$$ • Mexican, Tacos","3200 S Fry Rd, Katy, TX 77450, USA",3200 South Fry Road,Katy,TX,77450.0,US/Central,29.7370896,-95.7337873,4.65999984741211,100,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b0f57006-1b4a-44c2-870d-8db39a50e695.jpg",True,34,True,True,12
1339,"Houston, TX",Square Root Poke,"$$ • Hawaiian, Asian Food","23119 Colonial Pkwy, Katy, TX 77449, USA",23119 Colonial Parkway,Katy,TX,77449.0,US/Central,29.792868791031,-95.7734946863741,4.80663394927979,1417,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/db28b932-a3ad-4ffd-ba9d-e0a3560752fa.png",True,29,True,True,9
1340,"Houston, TX",Babin's Seafood House,"$$ • Takeout, Seafood","21851 Katy Fwy, Katy, TX 77450, USA",21851 Katy Freeway,Katy,TX,77450.0,US/Central,29.7834956,-95.749525,4.50097799301147,2557,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Babins_Seafood_House.jpg",True,44,True,True,8
1344,"Houston, TX",Taqueria Mirandas,"$$ • Tacos, Pickup","2850 Fry Rd, Houston, TX 77084, USA",2850 Fry Road,Houston,TX,77084.0,US/Central,29.8104598,-95.7200153,4.74638223648071,2764,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/06078cdd-df5a-4d7d-8398-d281f762c733.png",True,34,True,False,8
1345,"Houston, TX",Maxi arepa,"$$ • Fast Food, Burgers","24811 Katy Fwy, Katy, TX 77494, USA",24811 Katy Freeway,Katy,TX,77494.0,US/Central,29.7846114,-95.8006907,4.77285718917847,1400,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1371766b-cb09-4506-9aa6-b3b37bd66762.png",True,28,True,True,15
1346,"Houston, TX",Pizza Fino,"$$ • Sandwich, Italian","Houston55, 2020 Katy Hockley Cut Off Rd Suite 2C, Katy, TX 77493, USA",2020 Katy Hockley Cut Off Road,Katy,TX,77493.0,US/Central,29.8022911,-95.8085344,4.74557209014893,1242,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/023263c3-7cbf-41cb-87d6-afb7dfb6723a.png",True,52,True,True,45
1347,"Houston, TX",Slim Chickens,"$ • Chicken, Chicken Tenders","Slim Chickens, 23320 Mercantile Pkwy, Katy, TX 77449, USA",23320 Mercantile Parkway,Katy,TX,77449.0,US/Central,29.789665,-95.775248,4.67648220062256,2547,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/2cbaa583-c099-49b8-97fd-18351298ee47.png",True,26,True,False,11
1348,"Houston, TX",Black Bear Diner,"$$$ • Lunch, Breakfast","24600 Katy Fwy #900, Katy, TX 77494, USA",24600 Katy Freeway,Katy,TX,77494.0,US/Central,29.7867858458619,-95.7942963990073,4.51776218414307,9599,$$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Black_Bear_Diner_logo_.jpg",True,28,True,True,17
1349,"Houston, TX",Red Lobster,"$$ • Seafood, Family Meals","25408 Bell Patna Drive, Katy, TX 77494, USA",25408 Bell Patna Drive,Katy,TX,77494.0,US/Central,29.7775771,-95.8135469,4.41608190536499,2139,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/7efd9649-84f7-4b4f-9672-09149a52d3cc.jpg",True,27,True,True,19
