,market,name,description,displayAddress,street,city,state,zipCode,timezone,latitude,longitude,averageRating,ratingCount,priceRange,imageUrl,asapDeliveryAvailable,asapDeliveryTimeMinutes,pickupAvailable,asapPickupAvailable,asapPickupMinutes
3347,"Houston, TX",Home Chef: Chef Abbie's Plant Based Menu,"$$ • Breakfast, Vegan","2434 Tourney Ln, Katy, TX 77493, USA",2434 Tourney Lane,Katy,TX,77493.0,US/Central,29.8087165,-95.7796283,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/2be90fc9-bd2e-4a74-8a0c-bd5045d8fbcc.png",True,32,False,False,10
3348,"Houston, TX",Martha’s Tortillas,"$$ • Mexican, Tacos","18700 Becker Rd, Hockley, TX 77447, USA",18700 Becker Road,Hockley,TX,77447.0,US/Central,30.0475397,-95.797113,4.14285707473755,7,$$,,True,41,True,True,13
3349,"Houston, TX",Craft Grill BreakFast Club,"$$ • Appetizers, Breakfast and Lunch","25219 Kuykendahl Rd g150, Tomball, TX 77375, USA",25219 Kuykendahl Road,Tomball,TX,77375.0,US/Central,30.1278025,-95.55455,4.70769214630127,65,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9b267c88-bc6c-4861-bb27-8e9c27cd84f2.22",True,35,True,True,16
3350,"Houston, TX",Cassy's Kitchen,"$$ • Breakfast, Burgers","1901 Taft St, Houston, TX 77006, USA",1901 Taft Street,Houston,TX,77006.0,US/Central,29.7517959,-95.3854951,4.48672580718994,113,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/674dc37a-1df9-4460-9ead-d4fa4beadd92.png",True,36,True,True,32
3352,"Houston, TX",The Toasted Yolk Cafe - Fulshear,"$$ • Pancakes, French Toast","6727 FM 1463 #150, Katy, TX 77494, USA",6727 Farm to Market 1463,Katy,TX,77494.0,US/Central,29.6954753,-95.8440455,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/53061b2f-cf05-4f0b-98b4-3a985ba827df.png",True,39,True,True,16
3354,"Houston, TX",pOpshelf,"$$ • Snacks, Grocery","1172 Fry Rd, Houston, TX 77084, USA",1172 Fry Road,Houston,TX,77084.0,US/Central,29.7860551,-95.7153806,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e56ce939-8e3f-4d74-80cc-c01108990bb3.jpg",True,38,False,False,5
3355,"Houston, TX",Lena’s Asian Kitchen,"$$ • Asian Fusion, Chicken","29040 US-290 Suite A01, Cypress, TX 77433, USA",29040 U.S. 290,Cypress,TX,77433.0,US/Central,29.9957044,-95.752283,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1c691ac3-3e8f-4a01-b6e3-2a2495340db6.png",True,33,False,False,11
3356,"Houston, TX",Tays Meal Prep Kitchen and Southern Cuisine,"$$ • Southern, Breakfast","3003 Seagler Rd #4202, Houston, TX 77042, USA",3003 Seagler Road,Houston,TX,77042.0,US/Central,29.7333869,-95.5543805,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/89add203-cffc-48e2-80e5-cb180d810210.jpg,,",True,34,False,False,12
3357,"Houston, TX","Crawfish Garlic Noodles, LLC","$$ • Seafood, Noodles","11550 Bellaire Blvd, Houston, TX 77072, USA",11550 Bellaire Boulevard,Houston,TX,77072.0,US/Central,29.7049427,-95.5829386,0.0,0,$$,,True,43,True,True,15
3359,"Houston, TX",Fab n Fit Foods,"$$ • Chicken, Keto","3695 Kirby Dr, Manvel, TX 77578, USA",3695 Kirby Drive,Manvel,TX,77578.0,US/Central,29.5412969,-95.4007736,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/106eb601-ed32-46b7-9204-f6e35b6890e8.png",True,50,False,False,12
3360,"Houston, TX",Chef Addie's Nigerian Dining,"$$ • African, Chicken Wings","1830 S Texas 6 unit a, Houston, TX 77077, USA",1830 South Texas 6,Houston,TX,77077.0,US/Central,29.752591,-95.4993302,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/451b64d7-e46c-4ebd-a303-45b9e64507ed.jpg",True,49,False,False,12
3361,"Houston, TX",Abe's Fitty Foods,"$$ • Healthy, Meal Prep","3328 Dennis St, Houston, TX 77004, USA",3328 Dennis Street,Houston,TX,77004.0,US/Central,29.7329614,-95.3525831,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c6166622-7f7e-46c6-ac45-c1bf43d93b37.jpeg",True,35,False,False,11
3362,"Houston, TX",Ben's Dog House,$$ • Pizza,"316 Main St, Houston, TX 77002, USA",316 Main Street,Houston,TX,77002.0,US/Central,29.7618501,-95.3614023,1.0,3,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/10ec5fd7-c659-4122-b31a-16e56b7d9483.jpg",True,23,True,False,10
3364,"Houston, TX",Buffalo Wild Wings GO,"$$ • Chicken, Bar and Grill","6209 Farm to Market Rd 1488 b, Magnolia, TX 77354, USA",6209 Farm to Market Road 1488,Magnolia,TX,77354.0,US/Central,30.2227041,-95.561933,4.59459495544434,444,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5a15c604-7122-4dbb-bfdd-46acf500b391.png",False,35,False,True,13
3365,"Houston, TX",Munch Munch Mochi Donut,"$$ • Coffee & Tea, Donuts","19189 I-45, Conroe, TX 77385, USA",19189 Interstate 45,Conroe,TX,77385.0,US/Central,30.1777556,-95.4497053,5.0,3,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/571d7058-3cf0-40f1-ac0d-77aaea6fb025.png",False,20,False,True,11
3367,"Houston, TX",Louisiana Fried Chicken and Seafood,"$$ • Fast Food, Shrimp","7119 FM 1464, Richmond, TX 77407, USA",7119 Farm to Market 1464,Richmond,TX,77407.0,US/Central,29.6999316,-95.6871337,4.42154979705811,1587,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9a0bb46b-f1d6-4ec3-b7ed-cdc383a99b05.png",False,38,False,True,12
3368,"Houston, TX",MeeMee's Bites,"$$ • African, Shawarma","11101 W Airport Blvd, Stafford, TX 77477, USA",11101 West Airport Boulevard,Stafford,TX,77477.0,US/Central,29.639717,-95.568703,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/fc8db204-cb13-460c-a40d-f450deed8998.cover_MeeMee's Bites",False,40,False,True,42
3369,"Houston, TX",Pho Tan An,"$ • Pickup, Asian","17754 Katy Fwy #8, Houston, TX 77084, USA",17754 Katy Freeway,Houston,TX,77084.0,US/Central,29.78615276,-95.68489048,4.80614185333252,521,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ee95b798-f99b-4793-b6f8-a52a12844239.png",False,38,False,False,16
3370,"Houston, TX",Sushi Ichii,"$$ • Japanese, Sushi","20900 Katy Fwy, Katy, TX 77449, USA",20900 Katy Freeway,Katy,TX,77449.0,US/Central,29.7870729,-95.7345895,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/313df1e8-0512-4315-abd9-92995c538997.png",False,38,False,True,12
3373,"Houston, TX",BB ITALIA BISTRO BAR,"$$ • Italian Sausage, Italian","16250 City Walk, Sugar Land, TX 77479, USA",16250 City Walk,Sugar Land,TX,77479.0,US/Central,29.5952045,-95.6234941,3.79999995231628,5,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/03264a5d-fc4d-464e-b48a-2c12541bfbce.png",False,20,False,True,18
3375,"Houston, TX",Burrito District,"$$ • Mexican, Burritos","20750 Kuykendahl Rd Ste 120, Spring, TX 77379, USA",20750 Kuykendahl Road,Spring,TX,77379.0,US/Central,30.0713302,-95.5097613,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1e169dfa-b12e-47f4-b86f-f130db2b6397.jpg",False,44,False,True,11
3376,"Houston, TX",Kaszi’s Cafe,"$$ • Cafe, Vegetarian","21334 I-45, Spring, TX 77373, USA",21334 Interstate 45,Spring,TX,77373.0,US/Central,30.0747154,-95.4350934,0.0,0,$$,,False,40,False,False,10
3378,"Houston, TX",Banh Mi Eatery,"$ • Coffee, Asian","3835 Farm to Market 2920 a, Spring, TX 77388, USA",3835 Farm to Market 2920,Spring,TX,77388.0,US/Central,30.0709516,-95.4754669,4.73076915740967,26,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/62db4762-cd4b-49cc-b8ae-4c50832b4854.jfif",False,40,False,True,20
3380,"Houston, TX",Seven25 Cafe & Daiquiris,"$$ • Cafe, Pizza","9050 Hwy 6 #120, Missouri City, TX 77459, USA",9050 Highway 6,Missouri City,TX,77459.0,US/Central,29.5374714,-95.533892,1.0,1,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/6303a735-9d74-4ab3-83b4-f631250eb8ed.cover_Seven25 Cafe",False,39,False,False,18
3382,"Houston, TX",JP Liquor,"$$ • Alcohol, Beer","810 E Louetta Rd #6, Spring, TX 77373, USA",810 East Louetta Road,Spring,TX,77373.0,US/Central,30.0715574,-95.4220547,0.0,0,$$,,False,40,False,True,3
3383,"Houston, TX",Ready Meals: Chef Tootie,"$$ • Salmon, Chicken","2106 Whitelaw Dr, Spring, TX 77386, USA",2106 Whitelaw Drive,Spring,TX,77386.0,US/Central,30.1291308,-95.4082314,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c1f3c4ca-75ad-43ef-b4bf-3131a99e949f.jpeg",False,33,False,False,11
3385,"Houston, TX",Paseo hondureño,"$$ • Hondurenos, Cupcakes","6223 N Fry Rd, Katy, TX 77449, USA",6223 North Fry Road,Katy,TX,77449.0,US/Central,29.866257,-95.7210393,0.0,0,$$,,False,41,False,False,22
3386,"Houston, TX",Treena's Mobile BBQ,"$$ • Barbecue, Tacos","19727 Hon Ct, Katy, TX 77449, USA",19727 Hon Court,Katy,TX,77449.0,US/Central,29.8622368,-95.7168611,3.96610188484192,59,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e1574b41-c802-40f2-8288-3634c046a5b6.png",False,49,False,False,17
3389,"Houston, TX",Carbs Me Out!,"$$ • Keto, Healthy","21788 Katy Fwy unit 200, Katy, TX 77449, USA",21788 Katy Freeway,Katy,TX,77449.0,US/Central,29.7864651,-95.7454924,4.80727291107178,275,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/45598633-290e-4d30-ac16-b8e286312509.jpg",False,37,False,True,21
3390,"Houston, TX",Market Basket Liquor,"$$ • Alcohol, Beer","950 Bains St, Brookshire, TX 77423, USA",950 Bains Street,Brookshire,TX,77423.0,US/Central,29.7860396,-95.9576428,5.0,2,$$,,False,42,False,True,8
3391,"Houston, TX","Amalazone Restuarant Grill, Bar and catering",$$ • African,"11323 Bissonnet St, Houston, TX 77099, USA",11323 Bissonnet Street,Houston,TX,77099.0,US/Central,29.6743416,-95.5786767,3.91666698455811,12,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/856f1ad5-c2a1-4939-8ee0-92591feededb.png",False,52,False,False,12
3392,"Houston, TX",Chasing Tails,"$$ • Seafood, Takeout","Cajun Kitchen, 6938 Wilcrest Dr, Houston, TX 77072, USA",6938 Wilcrest Drive,Houston,TX,77072.0,US/Central,29.7014111,-95.5719004,4.26027393341064,876,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/d3e8ecc9-a9fc-4820-a35b-6faf7b1a1a42.jpg",False,51,False,True,23
3393,"Houston, TX",House of Hoopz,"$$ • Barbecue, Sandwiches","2118 Lamar St, Houston, TX 77003, USA",2118 Lamar Street,Houston,TX,77003.0,US/Central,29.7496012,-95.3561442,0.0,0,$$,,False,25,False,False,10
3394,"Houston, TX",magic wok,"$$ • Chinese, Chicken","2513 Bagby St, Houston, TX 77006, USA",2513 Bagby Street,Houston,TX,77006.0,US/Central,29.7485891,-95.3785573,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f099b626-1518-4a4b-9686-77b668b2615a.JPG",False,25,False,False,14
3396,"Houston, TX",Cidercade,$$ • Pizza,"2320 Canal St, Houston, TX 77003, USA",2320 Canal Street,Houston,TX,77003.0,US/Central,29.7575594,-95.3465344,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f96dafe7-6a9e-4234-b6a4-45cb93b953ec.jpg",False,27,False,False,11
3397,"Houston, TX",MOON RABBIT,"$$ • Vietnamese, Vermicelli","605 W 19th St, Houston, TX 77008, USA",605 West 19th Street,Houston,TX,77008.0,US/Central,29.8029418,-95.408261,4.75,24,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/08bb85fd-8f7e-4d96-84de-ab6faec3a521.png",False,30,False,False,22
3398,"Houston, TX",Hunan Garden Baobae,$$ • Chinese,"1575 W Grand Pkwy S #300, Katy, TX 77494, USA",1575 West Grand Parkway South,Katy,TX,77494.0,US/Central,29.7576473,-95.7748374,4.0,3,$$,,False,28,False,False,18
3399,"Houston, TX",Blue Sushi Sake Grill,"$$ • Sushi, Poke","600 N Shepherd Dr Suite 500, Houston, TX 77007, USA",600 North Shepherd Drive,Houston,TX,77007.0,US/Central,29.7827191,-95.4078242,4.80555582046509,36,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/dfa88e87-5f0f-4515-8895-de5f3786b450.png",False,34,False,True,19
3401,"Houston, TX",Pollo Regio,"$$ • Mexican, Tacos","6860 Fry Rd, Cypress, TX 77433, USA",6860 Fry Road,Cypress,TX,77433.0,US/Central,29.879905,-95.7237453,5.0,1,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/01dfa20c-0f44-4056-b6e8-2809fbafc664.jpg",False,39,False,False,21
3402,"Houston, TX",Gran Sabor Latino,"$$ • Tostadas, Soup","10540 Cypress Creek Pkwy, Houston, TX 77070, USA",10540 Cypress Creek Parkway,Houston,TX,77070.0,US/Central,29.9371978,-95.5795739,0.0,0,$$,,False,41,False,True,11
3403,"Houston, TX",Lago Mariscos Mexican Seafood,"$$ • Mexican, Seafood","2329 Hwy 6, Sugar Land, TX 77478, USA",2329 Highway 6,Sugar Land,TX,77478.0,US/Central,29.598106,-95.6177675,0.0,0,$$,,False,20,False,False,21
3404,"Houston, TX",The One Crawfish & Seafood,"$$ • Fries, Seafood","10511 Jones Rd W, Houston, TX 77065, USA",10511 Jones Road West,Houston,TX,77065.0,US/Central,29.9365275,-95.5856187,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/7e264df8-a74a-4952-b204-d2dc827460db.png",False,40,False,True,17
3405,"Houston, TX",Supreme Gumbo Htx llc,"$$ • Burgers, Seafood","1040 W Cavalcade St, Houston, TX 77009, USA",1040 West Cavalcade Street,Houston,TX,77009.0,US/Central,29.8041927,-95.3860076,0.0,0,$$,,False,31,False,False,11
3406,"Houston, TX",Winners African Market,"$$ • African, Soup","14919 Bellaire Blvd, Houston, TX 77083, USA",14919 Bellaire Boulevard,Houston,TX,77083.0,US/Central,29.7014787,-95.6498619,0.0,0,$$,,False,45,False,True,24
3407,"Houston, TX",Fresh Prep HTX (Macro-Friendly),"$$ • Breakfast, Chicken","2686 Murworth Dr, Houston, TX 77054, USA",2686 Murworth Drive,Houston,TX,77054.0,US/Central,29.6848033,-95.4200968,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3f42277c-ded8-4c7c-8ac2-4c3bef303289.png",False,50,False,False,10
3408,"Houston, TX",Chef Sahil's Get Curryed Away,"$$ • Indian, Roti","32 Supiro Dr, Manvel, TX 77578, USA",32 Supiro Drive,Manvel,TX,77578.0,US/Central,29.5106393,-95.4066563,4.53333282470703,15,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/838b3976-60bc-443a-b926-270849becbc4.png",False,51,False,False,19
3411,"Houston, TX",FIVE CENTRAL,$ • American,"2736 Virginia St, Houston, TX 77098, USA",2736 Virginia Street,Houston,TX,77098.0,US/Central,29.7411186,-95.4214267,5.0,1,,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b42f8021-7da5-4421-b11e-0a94ef8b2a4d.png",False,40,False,True,17
3416,"Houston, TX",Lady M Cake Boutique,"$$ • Bakery, Cakes","5085 Westheimer Rd b3650, Houston, TX 77056, USA",5085 Westheimer Road,Houston,TX,77056.0,US/Central,29.755759,-95.4394247,5.0,3,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9bd51110-284c-4b65-b2e5-bfa2856472fa.png",False,57,False,True,23
3417,"Houston, TX",Hergs Eatery,"$$ • Sandwiches, Seafood","3510 Tuam St, Houston, TX 77004, USA",3510 Tuam Street,Houston,TX,77004.0,US/Central,29.7302406,-95.3486871,4.33333301544189,3,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/7cba542b-2daa-4429-89c2-33a6e2face3a.090",False,33,False,False,15
3419,"Houston, TX",ValMar Spirits and Fine Wines,"$$ • Alcohol, Beer","2002 Runnels St, Houston, TX 77003, USA",2002 Runnels Street,Houston,TX,77003.0,US/Central,29.7606831,-95.3489406,5.0,3,$$,,False,20,False,True,5
3420,"Houston, TX",Plant Based ASF,"$$ • Plant Based, Gluten-Free","6555 Navigation Blvd, Houston, TX 77011, USA",6555 Navigation Boulevard,Houston,TX,77011.0,US/Central,29.7469434,-95.3075345,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3fea127e-b684-43a1-8b40-239409185df5.jpg",False,33,False,True,13
3423,"Houston, TX",Katz's,"$$ • Lunch, Dessert","19075 I-45, Shenandoah, TX 77385, USA",19075 Interstate 45,Shenandoah,TX,77385.0,US/Central,30.181206196,-95.451153957,4.5033221244812,6020,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/397336d8-121a-41ce-a3c4-2b4eb8083057.png",True,23,True,True,19
3424,"Houston, TX",Blessed  Donuts & More,$,"8302 N Eldridge Pkwy # 140, Houston, TX 77041, USA",8302 North Eldridge Parkway,Houston,TX,77041.0,US/Central,29.8978806,-95.6054588,0.0,0,,,True,40,True,False,11
3425,"Houston, TX",Chef Jasmine,"$$ • Tacos, Spaghetti","1402 FM 1960, Houston, TX 77073, USA",1402 Farm to Market 1960,Houston,TX,77073.0,US/Central,30.0142899,-95.451116,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ed718cbb-f1a4-41ec-881b-efbea045aad4.png",True,46,False,False,10
3426,"Houston, TX",Ree Fit Meals & More,"$$ • Seafood, Chicken","13118 Creekview Park Dr, Houston, TX 77082, USA",13118 Creekview Park Drive,Houston,TX,77082.0,US/Central,29.7228524,-95.6202648,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/d4ec2566-3e99-426c-b7c2-629ffd5f715f.png",True,36,False,False,11
3428,"Houston, TX",El Parrillero Catracho,"$$ • Latin American, Empanadas","21950 Meadowhill Dr, Spring, TX 77388, USA",21950 Meadowhill Drive,Spring,TX,77388.0,US/Central,30.0824439,-95.4685044,5.0,4,$$,,True,39,True,True,14
3429,"Houston, TX",Chef Michael,"$$ • Breakfast, Chicken","18646 N Lyford Dr, Katy, TX 77449, USA",18646 North Lyford Drive,Katy,TX,77449.0,US/Central,29.8626202,-95.6949239,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/de378014-7e4f-4f28-9001-544652b3c723.png",True,46,True,False,10
3430,"Houston, TX",Popeyes Louisiana Kitchen,"$ • Chicken, Fried Chicken","17318 Spring Cypress Rd, Cypress, TX 77429, USA",17318 Spring Cypress Road,Cypress,TX,77429.0,US/Central,29.9734963,-95.6884276,4.53336191177368,4661,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/12ee8636-2193-4972-b110-9be6a9a74f59.png",False,13,False,False,14
3431,"Houston, TX",Papa Johns Pizza,"$$ • Pizza, Italian","25118 Grogans Mill Rd, Spring, TX 77380, USA",25118 Grogans Mill Road,Spring,TX,77380.0,US/Central,30.1286034,-95.4558715,4.60459184646606,392,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/78c97b12-be89-4f4e-ade8-2920378a2dbf.png",False,25,False,True,16
3432,"Houston, TX",German Doner Kebab,"$$ • Halal, Kebabs","2148 Texas Dr, Sugar Land, TX 77479, USA",2148 Texas Drive,Sugar Land,TX,77479.0,US/Central,29.597379,-95.6217079,4.55555582046509,18,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e1395aca-0dc8-4439-80b4-51c4eeb55757.png",False,14,False,False,12
3435,"Houston, TX",The Honey Baked Ham Company,"$$ • Lunch, Sandwiches","The Honey Baked Ham Company, 25507 I-45 North unit c, Spring, TX 77380, USA",25507 I-45 North,Spring,TX,77380.0,US/Central,30.132359,-95.445598,4.70351791381836,199,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/HBHLogo.png",False,27,False,True,11
3436,"Houston, TX",Mango Tree Thai Bistro,"$$ • Pickup, Thai","10130 Grant Rd, Houston, TX 77070, USA",10130 Grant Road,Houston,TX,77070.0,US/Central,29.9679249888657,-95.5708201838382,4.73804712295532,1485,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/551331aa-b07a-44e5-aa62-9e3f85004efe.png",False,44,False,True,20
3437,"Houston, TX",College Park Food Court,"$$ • Vietnamese, Pho","3074 College Park Dr, Conroe, TX 77384, USA",3074 College Park Drive,Conroe,TX,77384.0,US/Central,30.2078282,-95.4629667,4.33333301544189,3,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1e31c0fd-b8ae-4d6c-9e26-354f1d0cb325.png",False,31,False,False,17
3438,"Houston, TX",Tony's Italian Delicatessen,"$$ • Deli, Sandwiches","24504 Kuykendahl Rd, Tomball, TX 77375, USA",24504 Kuykendahl Road,Tomball,TX,77375.0,US/Central,30.1176197,-95.5539348,4.92307710647583,13,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9c109b82-8d5b-429c-81d5-22a3a4ae9820.png",False,33,False,True,14
3439,"Houston, TX",Bundt Cake-A-Holic Inc.,"$$ • Bakery, Cakes","2301 Rayford Rd, Spring, TX 77386, USA",2301 Rayford Road,Spring,TX,77386.0,US/Central,30.1233674,-95.4067381,0.0,0,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/4a7d4b05-70e7-4b02-9aa9-dc20f16ed6c7.jpeg",False,34,False,False,11
3440,"Houston, TX",Cupcakes & Bubbles Creekside,"$$ • Cupcakes, Cakes","C, 26400 Kuykendahl Rd c160, Tomball, TX 77375, USA",26400 Kuykendahl Road,Tomball,TX,77375.0,US/Central,30.1433102,-95.547798,4.19999980926514,5,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b958725f-3afb-49f9-bfbc-430a2b737b4b.cover_Cupcakes & Bubbles",False,36,False,False,13
3441,"Houston, TX",Killen's Steakhouse of the Woodlands,"$$ • Steakhouses, Salads","1700 Research Forest Dr, Shenandoah, TX 77381, USA",1700 Research Forest Drive,Shenandoah,TX,77381.0,US/Central,30.1777422,-95.4616183,5.0,1,$$,,False,28,False,False,19
